polarity,text
0,It's hit me this time around that I miss new York. And miss living in a big city. 
1,i'm learning how to use twitter. 
1,@court_funnymore help me with make up work? 
1,"@JonathanRKnight : ...If NKOTB, i wish you and others NKOTB members good luck for your future plans. Love from Your Dearest Potatoe "
0,"@ColdHearted19 ah haha thats wot my friends would say lol, ahh i hope u didnt think oh she dont like me any more ah dont go there  i would"
1,New tutorial book from Arisue Go &quot;Kinbaku Mind and Techniques 1&quot; - http://bit.ly/MfV4D You can buy it on KinbaCon directly from Arisue Go 
1,@Chucky666 You have to make sure you come though  lol
1,@Niitaboo i can understand that.. But I'm glad most of my females think the same way I do... 
0,@hippyofdoom I accidentally read a spoiler in an american blog  words went into my brain before I realised what I was reading.
0,Back from Specialist - no MTB racing for at least another month  Looks like I'll be a roadie.
1,http://twitpic.com/2y8ie - Working at home 
1,@crystalchappell have a fantastic day oh mighty queen 
0,not having a good day 
0,"@zeldman dude...  I grew up with divorced parents. I don't know you personally, but you seem like you'll do a fine job for her."
0,"@soundtechsrule well i dunno, i suck at making decisions!!!! "
1,(8)Breath into my hands or cup them like a glass to drink from..(8) &quot;But I'm a Cheerleader&quot; is a good movie.  Still have no idea who I am.
0,"Watching Australia hammering poor old Bangladesh in the world T20 warm up game, although sadly not actually there "
0,@NatalieSim omg i hope candie is okay...   i can't believe that. i'll pray for her!
1,http://twitpic.com/69i5y Again... While Arï¿½'s enjoying his bath in the lake 
1,@ravibhushan  very involved audience. nice. 
1,@mexiana_76 Good morning.. 
0,@gbazzbehindbars hmmm... Not that I noticed. You were quiet  #freegbazz
0,@kathleenenya  the photos are being gay 
1,@amandachiam Thanks! 
1,@Wandahope hello stranger 
0,ok now im going take a shower  i need
1,@Dear_Gravity U R hilarous! 
1,uploading pictures &amp; videos 
0,Why am i sitting in a sea of cars on the 163 right now!? 
1,is sleeping over at beths house tonight with the girls  and watching the Hannah Montana Movie tomorrow! can't wait!! xxx
0,@lostlovely the feeling of being undeserving of happiness and of being so broken.  to be given up on by someone. it hurts so much.
1,"had my first patient cancel this morning, so I uploaded today's FOTD early. http://bit.ly/roP8j  "
1,"obie obstas song, &quot;i love you, baracky o's&quot; completes my life. "
1,"I'm eating a poptart, listenin to music, and talking in physics  nhs meeting after school."
1,@flightyzues oh yes. the boredom will be well gone. AND the broken tv will serve as a good house  idk how but im sure we can figure it out
1,"@topgold Mornin'all How was the Conf? The email stack should be no surprise, you are so popular a person. Try to move it to IGO "
0,@tommcfly some McFly fans hated it 
0,Just got back from tae kwon do. Didn't have anything to eat before so I was exhausted. 
1,@vauxall Great to see you on here. 
0,Not sleep but i should be. Gotta work in the am. 
1,@AgentBooth @AgentSullivan @A_Montenegro @DrTBrennan How are we all ? 
0,I have a headache and I'm tired... 
0,Im sick..  someone come take care of me
1,"@LAILAo_O  why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
1,"long day, eating sandwich at 17.59, but still plan to have my dinner "
1,Who will be out 100th follower!?  Exciting!!!!  LOVE this new thing called Twitter 
0,"Is loving Pink right now, and REALLY wants to see her in concert "
1,"Yay, finished the reviews, now I'm going to the gym "
1,@mrjesserose have a good one! 
1,@chipro cï¿½ khi m?t b?n ï¿½ lï¿½c nï¿½n Chip t??ng b? b?n ï¿½ nhï¿½n Chip thï¿½i 
0,"@ronnietucker Oh god, I feel the same way about Ghostbusters. "
0,"just saw a bicyclist get hit by a car! He's bleeding pretty bad....dear Jesus, please be with him! "
0,@spilliard good luck!!! I miss you!!  or I mean talking to you!  I hope you will be able to twitter from the field!
0,"good night, tomorrow i will wake up at 6 a.m. to go to work  I so tired!"
0,driving to the oc at 5 30 in the morn  i want cofee but i dont kno where to find it
0,@YaGirlDWoods I'm glad its hot somewhere! Its hellla cold over here n sac. 
1,http://twitpic.com/67vxn - With Papo n' Karmy_______My life 
1,tomorrow night is hopefully going to be great 
1,Oh Davis's  Love Ya'll! No Words Can Describe How I Feel! Thank You Soo Much For Being Such A Blessing!
0,@smokinace88 Which amp can? I keep looking for trading paint one and haven't found it yet. 
1,"totally going to redesign my blog and youtube  future graphic designer lol hope to get designs sold in stores like f21, anchor blue"
1,They're home from vegas!!!! 
0,I'm going to miss this place 
0,Playing with TinyGrab... but I won't pay for it.  http://tinygrab.com/qT
0,miss my boyfriend 
1,@LexiHudgens haha  yeah that would be awesome !!  but...I dunno...zac efron in a band? O.o that sure would look interesting 
1,a negative bastard.. Hope you are having a good one In Scotland... Miss ya!   
0,i'm so hungry 
1,@MissusBee can't wait!!  Stoked about some boss mocktails 
1,"Follow me, and learn how to get some extra spending money! "
0,@MrsLouLou i drove up and down St.Laurent today looking for the drive thru Starbucks and didn't find it 
1,"Did ya get a chance to check out my girrls? See my pro, later I'll see you at Rain Dropps, soon, soon I promise! Peace! Rain Dropps "
0,crappy day 
0,Gotta get the kids off to bed. Had a great mother's day!! Now back to work tomorrow 
1,"@TaneaK thanks, I'm sure your &quot;excise&quot; is similar riiight (just say yes) LOL. Great minds think alike "
1,"@damienmulley @icedcoffee thanks guys, but all i did was spot it and take the photo "
0,Debating about taking a sick day tomorrow.... I have a new ailment since the run...Left knee is not so good  http://twitpic.com/4iy2a
1,It's going to be a pretty outside today  pretty hot that is .
0,@brandeelamb thanks for posting! And I knooow it's soo cute 
0,so skullcandy is bringing back the headphone that i like kinda. ok so the 1 i like is the dj white camo 08 now theres a white camo 09 
0,@bulleto3 Hey Jamez! y won't u answer me!!!!!  I'm going 2 camp this mon. 4 a week therfore i won't b back until sat. I'll miss u!!!!!
1,Yummie apple leona. No pictures.   He just left for home.
1,@peace143 
0,It's raining once again in Orlando  About to get in the showerrr. Anyone wanna join ;) haha.
0,Just woke up still a bit tired 
0,bad day 
0,"left my ben &amp; jerrys at lucys  ugh. BUT HELLO SUN AGAIN, ily."
0,@Winter_Rain  don't worry!! yahoo hates everyone lately! 
0,@theotigsy Oh noes! I missed you! And I miss you my Tigsy. 
1,"whaitng here, doing nothing, how wonderful life can be  OMG!  (coming up: das perfekte promi dinner..) the highlight tonight ;D"
0,@LilWade23 tell Davis I @ his ass! He didn't respond 
0,"@her_starlight morning, ma cherie! Can you imagine, i still haven't recieved your letter!! "
1,@linguistical not sure what i would want to build  might have a think about it though
1,@KhloeKardashian I believe Elvis works at Burger King.  who knows Khlo its definatly a bit of a mystery
0,Lata twitts.. im goin out now...y'all held me up long enough...I really don't wanna leave u guys 
1,a bit chilly. back inside. in my lovely bedrrom 
0,is sick.. sore throat. staying home tonight 
1,@Upstatemomof3 I've been wanting to try apple cheeks!  I just entered  #clothdiaper
1,@ShannonShay  you're welcome 
1,"was going to visit my sister untill i felt abit sick. , my nan bought me a new septum ring "
0,2nd relaxation day and very nice it is too. Off to collect my bike later and send my Z404 off for repair  May turn a pedal tomorrow.
1,@PenguinBooks Tottie! I've just bought a used copy form Amazon 
1,@deepsishere à¶à¶±à·à¶± à¶½à·?à¶´à¶à·  à¶à¶±à·à¶± à¶´à·?à¶§à¶¶à¶½à· à¶½à·?à¶à¶ºà¶§ !
1,"16 days!  - oops, i missed it out. haha"
0,danger that the BNP have won the sixth Yorkshire&amp;Humber seat    #eu09
1,http://twitpic.com/6p1wk - fun times in TX with Sam-Bo! 
1,Thanx a bunch for all the #followfriday. 
1,Just been park with my littlest boy   http://bit.ly/2CMbF  http://twitpic.com/68y7r
0,@SPAHLANE Nooo  I was looking forward to you cominngg.
0,Just watched The Boy in Striped Pajamas. So so sad 
1,happy b-day @thebrandicyrus! 
0,"Running errands since early morning, not even one morsel of food has gone in. Maybe this sunday is not that fun anymore. "
0,At a board meeting for Vermont Hand Crafters...got the start time wrong and I was 2 hours late. 
1,@RyanSeacrest night 
0,"Oh no, as a singer I have relied on Zicam Cold Remedy a lot! It has worked really well for me "
0,@Chrissymarsh I know!! 
0,doning history revision  i am one unhappy chappie atm
0,Off to work   ily &lt;('-')&gt;
0,super cramps. no goood 
1,"@ChickenCrap I'll just go on living in my pretend world, then "
1,@CCArquette Can't wait for this to start.  YEAH..... Courtney is back 
1,"Oh, long day of driving. Long day tomorrow, working a music festival. And hopefully a long night of sleep...starting now "
1,"1/5 home work done. Don't know if it's right, but who cares. "
1,@laaadysav And we could still be Twins 
0,@angelicaglass 
1,@curious1966  Sounds like LOA to me!
1,"@lola0507 hi my love! Im ok, just trying to get thru these finals, they're going to be the DEATH of me. how are you "
0,@JeepersMedia I can't go to NY with you  I'm sad
0,the best 4 years of ma like iz in ops scl really amazing ppl n teacherz friendz i mean am gonna go 2 another scl but i dont want to 
0,@Muffalation i wanna go  lol....have fun....happy birthday reese!
1,"@echon wow, you are behind "
0,"deciding where to bury my bunny  I think i'll plant a tree there, maybe a peony cos those were her favorite blossoms"
0,Saturdays &amp; JLS together = 
0,I really wanted triggers down to win Ohio 
1,Arianna's in the kitchen blastin the music on her SK like it ain't 7am...she's str8t giggin &amp; making eggs...cute kid 
0,@officialnjonas Good luck on that guys...that sucks 
0,@tawnyheath woowhoo las vegas wish i could go 
0,Who turned the lights on? It will be time to get ip then 
1,I have a crush on christiano  &lt;3
1,"LET'S GO MAGIC!  LET'S GO MAGIC!  while I wasn't rooting against the Cavs, I am a little glad to see them eliminated tonight.  "
1,@lilapril: Hey girl! We need to have a sleepover this weekend!  i love u ma best friend :]
1,Now I'm gonna go to the hardwarestore 
0,@langfordperry fave song---mmmmm ... em em em let me think iiish !! that one its hard might be... jeez !! dunno 
1,going to sleep! haven't sleep all night! HAPPY MONDAY ALL! have a really nice day ) @marshadewi byasa sa ngembek gw.hhe. udh baikaan 
1,has learned a new juggle(/bounce?) for christie  yeyee.. 5 wins nadagdag sakin and 2 loss  http://plurk.com/p/z2fhe
0,@SLotH13 nahi be..plan didnt worked out 
0,what's the deal with perez and will i am can't we all just get along...especially on canadian soil boyz ! disappointing 
1,"My monday 'morning blues' combat formula: Wear RED pants, red kills d blues "
1,@rodgerma Thanks for the FF love! 
1,@ashleymagee21 your a great goalie eh 
1,@bicyclemark lucky you! 
1,@cc_chapman not that there is anything wrong with that  I like them both.
0,actually i can't hang out till i'm better 
1,@DarrellIssa The video is great! Thanks for linking it for your twitter followers 
0,my legs hurt 
1,going to go to the store    I LOVE the song You're Not Sorry by Taylor Swift! &lt;333333333333333
1,talking to my boyfriend 
0,  I think I may be too friendly...lol... o well...
1,A Walk To Remember  ? http://blip.fm/~5zlra
1,- I just saw one of the new Camaros &quot;in the wild&quot; for the first time! Cool. 
1,Flowers from my sweetie. I feel so loved  http://twitpic.com/7jbm3
0,@bmmusic or may be we should go to Kenneth Hahn and run hills? Why I got a heating pad on my hip? And NO fun story to go with it! 
1,@tebbo Pretty much  Date from the days when French was an international language [runs for cover...]
1,@tofubeast ooh it's good but cheeeeeesy! enjoy 
0,I feel horrible. I wish whatever this is would go away. Time to crawl on my couch with the coke and crackers 
1,@mileycyrus The best of the lucks miley 
0,@greenoliverr i got everyone except jana 
1,happy mothers day! 
1,@crazyshey Thanks ! You too. 
0,Getting ready for tomorrow's Peace Mural unveiling at Mount Vernon School! No mayor  But Newark's edu commissioner's coming!
0,@hankerific I am lost. Please help me find a good home. 
1,cant wait. i cant wait. i cant wait. i cant wait! faster! FAAASSSTERRRR!   #fb
1,Just ordering pudding 
1,@akarra Well then you are traveling to sacred ground! 
0,TGIF friends!  It's been a long week @ work &amp; the baby is sick  hoping for an ultra relaxing wkd.
1,@flight0001 LOL on the Yoda part but yes.. Wise you are.....    Thinking of posting it to our company Intranet.
0,"@lost_in_a_story Glad I'm not the only one. He's our baby, and I'm terrified he'll think we're never coming back. "
1,@feliciaday It's adorable! They did a great job 
1,@JessikaSays You are very welcome! 
1,@armantaherian Ø¨Ú¯Ù Ø 
1,Watching tv in between chores. 
0,Hot tub party my place.....wish nal were here 
0,just did a dificult math test .      i hate math soo much !
0,@blackbottoms  no picture 
1,@CrispandRaw thank you! 
1,Yay! I finish my lunch..man it took so long to finish eating when you have no appetite..thank you grandma for the delicious packed lunch 
1,has bagels and a black cherry smoothie. happiness 
1,@irenekapetanaki What weather???? 
0,working again today...and yet i don't want to 
0,@Garythetwit  At work? On a saturday?  Thought you were having a great day with your daughter...
0,i want kendra to get back together with hefffy 
0,awwww...on Animal Crossing...i missed K.K. Slider last night! 
1,@robertpaulyoung perhaps watching in polish took away from the experience? 
1,killing time on twitter          
0,"i was supposed to talk to him,but he's gone! "
1,@dkaplun lol I do listen..I think that was one of the suggestions! oh don't forget I am not a client! that quote goes only for them! 
1,I only enjoy mac&amp;cheese when the noodles are in the shape of things : like Sponge Bob or Blues Clues 
1,@AdiumX time to learn another language? 
0,"and because animals kill eachother, of course. "
1,@jacobian Thanks for the tip - I'm one step ahead of you there 
0,"@jonbho yeah, that's a complicated problem (when multiple components want to play along) "
1,"I sort of have to go, but my cat is so adorable laying on my lap and purring like an old machine "
0,4-0! i won! in our fifa 09 match! but oh..safdar is crestfallen..i wish i'd lost 
1,@gnomeygg Either Cora's or Le Select Bistro...staying in my 'hood... 
1,@WOMlinda Thanks for speaking last night with TALK and Emerge Tampa Bay! You are the BEST  Hope to see you at an event soon!
1,Just got in 4rm moving and spending time with my papa I love that man flew out here just 2 help me move out my dorm 
0,Muddled up feelings  - http://tweet.sg
1,"Just back from swimming and the sun is out, going to be a good day! "
0,Last night was a fail 
1,@pavelegorkin Could you go online with your MSN so i can do a test chat please? 
0,Our power inverter just broke 
1,"Goodnight twitter.  My oh my, it's just getting earlier and earlier every day ..."
0,Chuck Norris is dead. 
0,FUCK THAT! The puppy fell through again 
1,"Going to entertain the 5 y/o in me today, going to see UP in 3D. "
0,@Simmiee damn you &gt;________________&lt; the tix ran out 
1,@CasanovaJSandy haha when you did YAAAY! haha I get to hurt peoples ears 
0,im gonna be up allll night  damn my procrastination!
1,@dropdeadpoet I don't tihnk they are gods. difference. 
0,"mourning in the name of my country men in Iran, mourning in the name of Neda who was shot to death by members of Basij  lol"
0,"@MartinsDudek Awww, that is sad to hear. No eating of nuts is never good.  When is Mark getting back?"
0,@Tatiana_K Dag. I thought we were cool..... 
1,"@AndreaPuddu Thank you, mate!  "
1,"About to take a quick nap . Thenn , MTV MCA . "
1,Good Morning All! I hope everyone has a WONDERFUL Friday! 
1,"Watching the Yanks on Espn, where you at @f4td I need play by play commentary "
0,This new perfum doesn't smell to good anymore! 
1,@KristiRines great idea! Think I'll do the same! 
1,Good morning! Movie night at Jim's house last night was fun. About 2 eat lunch then go 2 the bank &amp; maybe Wal-Mart! Later: plans w/Sara! 
0,might not have a job after tomorrow... o joy... 
0,wondering how i managed to agree to give a presentation on something i know absolutely nothing about 
0,@dotoro1018 why sleepless nights? 
1,done for the 1st day!  wish you were here to share with me.
1,@Nincina tryna be like NINCENA!!!  Till next time habibi 
1,@mileycyrus http://twitpic.com/6fwg3 - even if it is &quot;emo-ish&quot; you are still beautiful. 
0,That sucks nikki 
0,@amerrylife oh no! i hate working out without my music.  hope they play something ok on the gym speakers.
1,thanks though! 
1,happy mothers' day to my @momtweetmom 
0,@corbthfrog   Sorry to hear it
0,@SirCass monkey majesty i will not be present in the mansion tonight. unfortunately the queen has the worst headache 
0,@chairmanhao back to reality tomorrow  have you done any work for skewl? (not ccny)
0,Hates being in lab. 
1,@iamdiddy thats GREAT!!  NIGHT
0,@kelz017 But you're a GIRL! 
1,@galm ???? ?????? ????. ???? ?? ???. ?? ????? ????? ?? ???? ?????? ????? ?????????  @fake_shidurey
1,@andrewhuntre great song 
1,"Odd day, LOTS of positivity to it. Talked to an old friend for over 3 hours today. Good times. Tomorrow's possibilities make me smile "
0,Cannot believe that Susan Boyle was beaten on BGT  http://tinyurl.com/nebzyh Diversity were kind of good I guess http://tinyurl.com/lp99mu
1,via @CoryBooker &quot;&quot;Sleep&quot; and I broke up a few nights ago. I'm dating &quot;Coffee&quot; now. She's Hot!&quot; (via @ev) 
0,Damn. The SoftBank shop by my house won't start taking iPhone 3GS pre-orders until the 23rd! 
1,"@Scifleet Good night, Sydney!   All the best to Sun-data."
1,I made a box today Haha. Night 
0,"@Jayne0807 thank you, and I agree def some stranger twitterers, can't stand the ones who tweet obscenities constantly "
0,"In the movies, the screen is tiny! I am loving coke right now which is realllly bad  Tomorrow will be exciting/scary."
0,Needs to clear her cupboard on Tuesday! I never seem to stop clearing stuff 
0,They dont have my believe bracelet anymore! I wanna cry! 
0,"best thai food ever, worst service ever.  quite the complex "
0,"@marchfaster Bye, Rose! We miss you already! "
0,@tapatmywindow twitter doesnt like to work on my phone no more  Ill go check out the lineup now 
1,"So as i stated before that im back to dark hair, i need some color! I look a lil pale, time to get a lil bronz-y...Im thinkin' MIA! "
0,I'm at work ! Really don't want to be  bed please
1,hey guys if you got a steam account join my emo gamers clan  (were really not emo we just needed a name) so yea go to our group on steam
1,"@kathyIreland I'm doing voice masterminding chats via skype, GoToMeeting, etc.. as are thousands of others. I didn't invent that. "
1,@HappyHousewife By the way I think I/we are getting the WP stuff figured out.Don't think it will be as bad as I thought. 
0,So the homecooked dinner went well..just watching Katie and Peter..I'm still really sad that they've split up 
1,oh gosh jajaja!. there are new photos on facebook!. 
0,"@ddlovato ooh, i wish i could to the maxxx! but i'm out of the state,  i will when you come to florida tho, does that count??? :-D haha"
0,@clairetaveira   THANK YOU DEAR agora eu viciei em oh boy  HUSHDUSAH
0,I cant get my stupid picture to work! 
0,:hinamorisohma18.  thanks for bearing with me while I was at preview!
0,Wishing I was still at the beach 
0,"@jumpkick Er, your link isn't working "
1,@Enchantedheart @Abeeliever thank you beautiful people &lt;for sharing the love around&gt; 
1,Just played @kinagrannis for my mom in the car. Big hit  success!!
0,i wish it was sunny here in Richmond  i want to go for a bike ride but not in the rain
0,@chrisaffair ps. i need more of that amazing pep talk of urs 
1,@VodafoneUK is ther another magic 2day? ...in manchester... 
0,"Just bought new tax disc for my car. The first of many, many car related expenses this month "
1,MY BESTFRIEND IS COMMING OVER! 
0,@SassyKisses Yeah but I still gotta clean the kitchen 
1,Wow that was my 5000 tweet! should i celebrate ?lol 
0,waking up. always wake up early. no one next to me for am snuggles tho  - try to sleep more. sore parts of my body  are surfacing
0,@1045CHUMFM calling now for the contest! no one is answering! 
0,@thepatbrown but then you'll miss my birthday 
0,@tonicate10 I can't play Cheeks' song.  That's okay. I can keep singing Craptastic No Boundaries b/c I CANNOT LEARN THE GODDAMN LYRICS!!!
1,"@MadelineDuggan aww thanks i got it from www.twitterbackgrounds.com, there is some good 1s on there.I love you in eastenders by the way  x"
0,I feel like crap! 
1,@greenteacup wow...u have been getting quite a number of interviews lately... 
1,@opethestylist Good morning fly lady!! 
0,@fuc_ju_my_fren i know.  it sucks saying it but whatever. onto the next one right? when are you leaving?
1,should be in bed....but isn't muahahah 
1,@applemacbookpro  You're welcome 
1,@jla1987 yupp Jordan it was fun!!  but really hot! and i wish i stayed longer but i want to go back soon
0,doesn't feel very well 
1,really doesn't have anything interesting to say at the moment 
1,Whoa. I didn't get any tweets while i was sleeping. This is a maricle. Anyways.. Goodmorning. 
1,"@YoungQ If you haven't become addicted YET, trust that you will...very soon... "
0,"no more myspace not atleast for awhile, got blocked "
0,"I'm sure all good parents think so, but my daughter is so AWESOME! Can't believe she will be 17 on Saturday. Damn, I'm old.  *[iN:4:LyFe]*"
1,@Blaya Hiiiiiii *waves* - hope you are good 
1,@KarlOnSea Lol  just hope they're keeping they're powder dry for the ashes...lulling Aus. into false confidence...
1,"Okay, brief burst of energy passed. Back to bed. More anti-disease wu wu. Andâ¦done. "
1,"@IngridCliff AHAHAHA, thank you "
1,@Johonoknat Heya! How ya doing? 
0,"@Never_less really, I guess I don't hate all of English just the research papers "
1,@skinnermike can i ask where you get the inspiration for a 28 mins long mix from? 
1,@NeekyT    danika you are.   
1,Had fun at the Bikini shoot at Subic last Sunday in spite of the rain.  Took a lot of [crappy] pictures but also had a few good ones. 
1,"@parisianatheart: yeah, it's a star wars-themed gabba fest. fast n noisy "
0,"I was midnight cleaning my bathroom, pause for reaction, and I think I inhaled too much clorox. Headache   time for bed. Ha"
0,"BREAKING NEWS: our AC is broken, it's really hot in #RVA, and it's going to be ten degrees hotter tomorrow  #fb"
1,"Work calls, see you all later "
1,"Beethoven is on tv, reminiscent of my little 'un days "
0,Good morning all. Got my fishing daily done before work. I was g2g untill I got to work 
1,@mileycyrus i voted for you! hope you win some great awards! good luck!!! and praying for you!!! 
0,"Man Microsoft, I wanted to download Magic when I got home. "
1,"@Cangrichika Suh-weet.  I was thinking about it the other day and was like, &quot;Shit, I gotta hit up Saki.&quot; We need to make plans this year!"
0,@Shondoyt but...but...why does it have to be tough love? 
1,"Off to bed, I think. Have a good night "
0,"says I'm done with my homework. Yeeeey. I STILL NEED TO FIND IT, Lord  http://plurk.com/p/11cuzm"
1,so sup guys???!!! 
1,"@ItBeMeT: Not right now, I can if you want me too. "
1,is soooooo excited!!! Got an invite today for one of my best mates wedding!!!  Now the hard part- getting a date!! :O
0,@Swirly22 I want to try SS but its not open anymore 
0,Just finished my exam god i didnt have a clue what i was doing 
0,I don't like Mondays 
1,"Burcu - I just googled twitter on my int connection and bingo, there of is. Need 121 guidance from u. What r ur hourly rates? "
0,"Going over my dad's today, then working on some stuff for my last two finals that are tomorrow. "
0,"MAD AS HELL! SOMEONE STOLE MY PINK &amp; BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE'LL BLESS ME ABUNDANTLY"
1,"@alexalltimelow don't worry alex, they're AMAZING! "
1,Well off to @RoundKickGym .. will let you know if I survive ... 
0,I think I reached the end of Pandora  It stopped playing and won't reload the page. Super sad panda faceâ¦
1,@EnglishRose75 Morning! I'll have one of those as well please 
0,@halfgoon I've sobered up 
0,Errgh sittin here eating breakfast its 7.50am far 2 early 2b up on a saturday but gotta leave for work at 8.30am 
1,@Courtney_182 You're welcome. 
0,"@mneylon &quot;Weather in Sydney is miserable  &quot; . To reassure you: weather in Northern Europe is miserable, too."
1,@katokat i know but at least we can pride ourselves with the fact  that we liked them even before the change of line-up 
1,neil patrick harrison is the sexiest man alive 
0,ahhh wish I was at the kiss concert right now seeing TAYLOR MOMSEN...ashley tiz...and jesse   
0,Why are my PE classmates so hot? xD And why are most of them upperclassmen? 
0,@plzdntfEdthmodl I've got to work. 
0,"just got back from dinner with uni friends, i didn't go clubbing with others  sorry guys! i felt really siick and collld.."
0,Oh no! I ran out of Pocky's!  http://twitpic.com/7h9a2
0,Hey #veramundo I signed up for an account and it won't let me login to ustream atm   (Veramundo live &gt; http://ustre.am/3pSK)
0,My feet don't touch the floor in the new bus seats 
1,"Paul's phone is on my head at the moment...okay,,now its not.  wish I was at the guys choice awards..=( maybe some other time."
1,@thebackseatsman thank you thank you 
0,@geezlweez I cried the whole time  hahaha
1,Is playing the piano! 
1,Morning everyone! Don't really feel like going to get my hair cut today so don't think I will 
0,@pageoneresults Very interesting work on Twitter SEO. 250xt tweet - wow. More surprised @ accts like maxoutfollow though. 
0,No waiting time at chiro or atty appts today = no time to crochet 
1,Ashes tonight    Can't wait  
1,"Doing something I don't know anything about ......yet, so I guess one could say that I am learning "
0,Headache to the extreme 
0,Beers have arrived but I'm driving hoome  Boo! #localgovcamp #fail
1,Helping someone with their homework. 
1,@MicheAruna well hello there 
0,"i want to ask him to Grad but i said yes to someone else. dammmmmmn,  what do i do now?"
0,"They're in dress rehearsal...still...  Joe, when you see this PLEASE get on MSN  please."
0,Paylife / MasterCard once again have demonstrated super-bad customer-service - this is the 2nd time this month ...  #fail
0,fuck this shit. omfq i h8 school  so much. :'''( i h8 morninqs. 
0,"@Destrownage I remember when MobileMe launched, they delayed it a day and it only worked sporadically once it did start "
1,It's the new AF-S 10-24mmï¿½ wide angle obviously 
0,My whole icecream just fell on the ground 
0,says ooh only a day been inactive my karma has gone  http://plurk.com/p/xb1bz
1,@GFillustrator Send me a DM w email address  #CGFT
0,ndiswrapper doesn't want to play ball today 
0,"another one more year, then bye bye Malaysia. "
1,getting into anon fights is fun! 
1,@SippieCup uh... And it starts! You will be fabulous and will have a good time I hope 
1,@give_me_a_latte congrats - didn't realize your little one was so little! U definitely deserve a double latte! 
1,"@lovealwayspaige awwww, he's such a cutie-pie!  &quot;you may only call me mrs. darcy when you are completely, cambodately in love with me!&quot;"
0,@chantelmybell  that's no bueno...hope u feel better!
1,  just got home
1,@adamsconsulting no problem and great - looking forward seeing more tweets 
0,"@Ravenatic  help... turn on, hold power button, then hold home button for 10 secs, then leave power button and wait? but nothing happens?"
0,has never felt so unprepared for a Science exam 
0,Has a kitty that is not well 
1,Ac bound atlast. 
0,is STILL studying  but listening to Pink so all is right with the world... for now!
1,high as a kyte 
1,"@PeachyPictures - happy birthday, 21 again I assume. Excuse a stranger wishing u a nice day. Have fun in Scotland "
1,@iViva i would love to see Ant and Dec doing a dance with Stavros Flatley! I would cry laughing! They should do it 
0,Cut a bit of skin off my finger... Owwwiiieeee    I think its time to go to bed now.
0,Touch of insomnia lately 
1,@leightonmarissa can I read? 
1,@ivanzavaladdl -love it!  hilarious as heck
1,Morning everyone 
1,@xjoeejonaasx3 ahah you didntt see? :o HE DANCED TO SiNGLEE LADiiEEES xD with heels &amp;the same dress beyonce wore ahahahhaah 
1,Goodmorning Tweeter Peepz  its a chilly sat morning; im off to the shopz xx FLYYYY HIGHHHH
1,"To let everyone know. Everything is going great. If it wasn't I would be calling you all  So no worries. Super excited, great tme."
0,epic mcfly marathon last night! now off to study all day 
1,@shan1392 You don't even know how to spell it. 
1,@SofiaMiller Sounds beautiful!!!! Enjoy!!!! 
1,@BlokesLib  i do that too!! 
1,Cant wait for the Oasis gig on Wednesday!! 
1,"@Ajdydasco YUUUP, I'm back in the Z so you'll be seeing me "
0,i can't believe my baby left me today!!! this is going to be a verry long weekend  and im not too happy about it.. missing him already
0,@fuller811 I'm not gonna wish you luck...just don't die...I don't know what I would do without you in my life  lmao!!
1,I want to be a private investigator..it sounds fun..lol 
0,@lalahhathaway Sorrry Love...Still no haps on the DM...  Damn twitter.
0,First day of the summer and i can't find anything to do no job no school no money no food no gas nothing good tv  blah!!
1,"@brendaisarebel I think it's because the comm is moderated, so new posts go up when the mods have time to accept them "
1,I almost done my homework!! 
0,"unrelated: i used Veet Rasera tonight, which works, but my legs are burrrrning now. "
0,I wanna go to the mall! Haha. Pretty bored right now..  i just wish i can sleep!
0,@FratiGelato Okay I officially love you. Unfortunately I can't come till I get off work at 8 tonight 
0,"Sick, at home "
0,"@JPMac01 well i do have a mac but also have 2 pcs, im the same apple all the way but my laptop is pc and my gaming machine is windows "
0,@Beautifuloserr psh I missed the callback so noooo  I have the worst luck
0, wants someone nice please
0,@dougiemcfly awwwww im bored  
0,Just got home from hanging with replay ceviche. In major pain right now due to non-stop dancing. Would love some serious TLC right now 
1,"O @rehes it's Friday, and that was a Debbie Downer tweet. I'm sorry.  "
0,oh no. im sad now. i think sammy broke up with ryan 
1,@xrosieeeexx how about a microwave?that's about as random as it gets (joke) 
0,"@t_ryan_arnold No joke. It could've been implemented due to lack of 2nd analog. Though, I'm a total sucker; I'll get it day one @ $250? "
1,http://twitpic.com/6bpfm - What I am currently reading  XxX
0,...really hoping I get to see my nephew play baseball today.  It's gonna be hard if I get carted off to jail...  
0,my eyes hurt 
0,I think I've got a headache :| Making it hard to do school stuff 
0,"@markhricher I was looking at a local forecast. Now it says 40% on Thurs, 30% on Fri 20% Sat. Either way it just might be rainy "
1,"going to TX ... spinning at Wish Ultra Lounge, Dallas tonight and at Mantus Ultra Lounge, Dallas tomorrow "
0,my mums leaving me tmrw 
1,I just had a really good lunchable. 
0,@vsphp the video is down 
0, They don't carry my favorite yogurt at the local grocery store anymore.....Just another reason for me to move...lol
